#Network|Station|Latitude|Longitude|Elevation|SiteName|StartTime|EndTime
TA|TASM|34.9445|-106.46|1862.0|TA-TASM|1980-01-01T00:00:00|
TA|TCOL|64.8733|-147.862|178.0|TA-TCOL|1980-01-01T00:00:00|
TA|TFRD|33.4939|-116.602|1000.0|TA-TFRD|1980-01-01T00:00:00|
TA|TIGA|31.438|-83.59|109.0|TA-TIGA|1980-01-01T00:00:00|
TA|TOLK|68.6399|-149.572|760.0|TA-TOLK|1980-01-01T00:00:00|
TA|TPFO|33.6052|-116.454|1275.0|TA-TPFO|1980-01-01T00:00:00|
TA|TUL1|35.9096|-95.793|247.0|TA-TUL1|1980-01-01T00:00:00|
TA|TVZX|34.0724|-106.92|0.0|TA-TVZX|1980-01-01T00:00:00|
TA|U04C|36.3616|-120.783|813.0|TA-U04C|1980-01-01T00:00:00|
TA|U05C|36.3395|-120.12|0.0|TA-U05C|1980-01-01T00:00:00|
TA|U10A|36.4187|-116.33|668.0|TA-U10A|1980-01-01T00:00:00|
TA|U11A|36.4227|-115.383|867.0|TA-U11A|1980-01-01T00:00:00|
TA|U12A|36.4317|-114.539|644.0|TA-U12A|1980-01-01T00:00:00|
TA|U13A|36.4147|-113.965|712.0|TA-U13A|1980-01-01T00:00:00|
TA|U14A|36.4177|-113.18|1916.0|TA-U14A|1980-01-01T00:00:00|
TA|U15A|36.4277|-112.292|2489.0|TA-U15A|1980-01-01T00:00:00|
TA|U16A|36.1421|-111.13|1544.0|TA-U16A|1980-01-01T00:00:00|
TA|U17A|36.599|-110.662|1976.0|TA-U17A|1980-01-01T00:00:00|
TA|U18A|36.4187|-109.87|1878.0|TA-U18A|1980-01-01T00:00:00|
TA|U19A|36.2914|-109.208|2166.0|TA-U19A|1980-01-01T00:00:00|
TA|U20A|36.3746|-108.52|1682.0|TA-U20A|1980-01-01T00:00:00|
TA|U21A|36.4267|-107.658|2124.0|TA-U21A|1980-01-01T00:00:00|
TA|U22A|36.3766|-106.855|2119.0|TA-U22A|1980-01-01T00:00:00|
TA|U23A|36.3285|-106.192|2093.0|TA-U23A|1980-01-01T00:00:00|
TA|U24A|36.4087|-105.278|2573.0|TA-U24A|1980-01-01T00:00:00|
TA|U25A|36.3986|-104.408|1845.0|TA-U25A|1980-01-01T00:00:00|
TA|U26A|36.3936|-103.744|1861.0|TA-U26A|1980-01-01T00:00:00|
TA|U27A|36.4207|-102.825|1342.0|TA-U27A|1980-01-01T00:00:00|
TA|U28A|36.3786|-102.224|1165.0|TA-U28A|1980-01-01T00:00:00|
TA|U29A|36.4507|-101.27|928.0|TA-U29A|1980-01-01T00:00:00|
TA|U30A|36.5299|-100.651|881.0|TA-U30A|1980-01-01T00:00:00|
TA|U31A|36.3686|-99.851|725.0|TA-U31A|1980-01-01T00:00:00|
TA|U32A|36.3786|-99.001|525.0|TA-U32A|1980-01-01T00:00:00|
TA|U33A|36.4317|-98.113|393.0|TA-U33A|1980-01-01T00:00:00|
TA|U34A|36.4357|-97.535|345.0|TA-U34A|1980-01-01T00:00:00|
TA|U35A|36.3706|-96.732|303.0|TA-U35A|1980-01-01T00:00:00|
TA|U36A|36.3916|-95.732|187.0|TA-U36A|1980-01-01T00:00:00|
TA|U37A|36.4057|-95.116|248.0|TA-U37A|1980-01-01T00:00:00|
TA|U38A|36.4387|-94.386|389.0|TA-U38A|1980-01-01T00:00:00|
TA|U39A|36.3816|-93.48|433.0|TA-U39A|1980-01-01T00:00:00|
TA|U40A|36.3556|-92.854|374.0|TA-U40A|1980-01-01T00:00:00|
TA|U41A|36.3435|-91.92|300.0|TA-U41A|1980-01-01T00:00:00|
TA|U42A|36.3505|-91.238|119.0|TA-U42A|1980-01-01T00:00:00|
TA|U43A|36.3686|-90.406|96.0|TA-U43A|1980-01-01T00:00:00|
TA|U44A|36.5038|-89.686|89.0|TA-U44A|1980-01-01T00:00:00|
TA|U44B|36.3385|-89.351|136.0|TA-U44B|1980-01-01T00:00:00|
TA|U45A|36.3475|-88.763|144.0|TA-U45A|1980-01-01T00:00:00|
TA|U46A|36.3586|-88.177|146.0|TA-U46A|1980-01-01T00:00:00|
TA|U47A|36.4407|-87.289|145.0|TA-U47A|1980-01-01T00:00:00|
TA|U48A|36.5099|-86.54|268.0|TA-U48A|1980-01-01T00:00:00|
TA|U49A|36.5119|-85.78|234.0|TA-U49A|1980-01-01T00:00:00|
TA|U50A|36.4147|-84.843|474.0|TA-U50A|1980-01-01T00:00:00|
TA|U51A|36.3776|-84.017|472.0|TA-U51A|1980-01-01T00:00:00|
TA|U52A|36.3916|-83.367|510.0|TA-U52A|1980-01-01T00:00:00|
TA|U53A|36.3636|-82.577|559.0|TA-U53A|1980-01-01T00:00:00|
TA|U54A|36.5199|-81.82|837.0|TA-U54A|1980-01-01T00:00:00|
TA|U55A|36.5018|-81.047|863.0|TA-U55A|1980-01-01T00:00:00|
TA|U56A|36.3465|-80.383|363.0|TA-U56A|1980-01-01T00:00:00|
TA|U57A|36.4307|-79.336|178.0|TA-U57A|1980-01-01T00:00:00|
TA|U58A|36.3936|-78.549|169.0|TA-U58A|1980-01-01T00:00:00|
TA|U59A|36.3516|-77.793|99.0|TA-U59A|1980-01-01T00:00:00|
TA|U60A|36.4708|-77.16|8.0|TA-U60A|1980-01-01T00:00:00|
TA|U61A|36.3315|-76.446|4.0|TA-U61A|1980-01-01T00:00:00|
TA|UNL|63.8924|-160.687|91.0|TA-UNL|1980-01-01T00:00:00|
TA|V03C|36.0209|-121.236|336.0|TA-V03C|1980-01-01T00:00:00|
TA|V04C|35.6391|-120.87|0.0|TA-V04C|1980-01-01T00:00:00|
TA|V05C|35.8695|-119.9|0.0|TA-V05C|1980-01-01T00:00:00|
TA|V11A|35.8375|-115.43|1117.0|TA-V11A|1980-01-01T00:00:00|
TA|V12A|35.7263|-114.851|1098.0|TA-V12A|1980-01-01T00:00:00|
TA|V13A|35.8515|-113.984|1402.0|TA-V13A|1980-01-01T00:00:00|
TA|V14A|35.633|-113.105|1731.0|TA-V14A|1980-01-01T00:00:00|
TA|V15A|35.8184|-112.173|1891.0|TA-V15A|1980-01-01T00:00:00|
TA|V17A|35.621|-110.794|1596.0|TA-V17A|1980-01-01T00:00:00|
TA|V18A|35.7102|-109.933|1977.0|TA-V18A|1980-01-01T00:00:00|
TA|V19A|35.7142|-109.046|2082.0|TA-V19A|1980-01-01T00:00:00|
TA|V20A|35.7984|-108.466|1889.0|TA-V20A|1980-01-01T00:00:00|
TA|V21A|35.8044|-107.638|2046.0|TA-V21A|1980-01-01T00:00:00|
TA|V22A|35.9126|-106.909|2164.0|TA-V22A|1980-01-01T00:00:00|
TA|V23A|35.7443|-106.183|1991.0|TA-V23A|1980-01-01T00:00:00|
TA|V24A|35.7252|-105.272|2187.0|TA-V24A|1980-01-01T00:00:00|
TA|V25A|35.8375|-104.616|1861.0|TA-V25A|1980-01-01T00:00:00|
TA|V26A|35.7954|-103.786|1362.0|TA-V26A|1980-01-01T00:00:00|
TA|V27A|35.7563|-102.836|1228.0|TA-V27A|1980-01-01T00:00:00|
TA|V28A|35.7493|-102.224|1163.0|TA-V28A|1980-01-01T00:00:00|
TA|V29A|35.8726|-101.521|953.0|TA-V29A|1980-01-01T00:00:00|
TA|V30A|35.7613|-100.689|931.0|TA-V30A|1980-01-01T00:00:00|
TA|V31A|35.7734|-99.842|687.0|TA-V31A|1980-01-01T00:00:00|
TA|V32A|35.7192|-99.044|533.0|TA-V32A|1980-01-01T00:00:00|
TA|V33A|35.8205|-98.286|420.0|TA-V33A|1980-01-01T00:00:00|
TA|V34A|35.8335|-97.518|329.0|TA-V34A|1980-01-01T00:00:00|
TA|V35A|35.7623|-96.838|280.0|TA-V35A|1980-01-01T00:00:00|
TA|V36A|35.7854|-95.943|236.0|TA-V36A|1980-01-01T00:00:00|
TA|V37A|35.8826|-95.141|219.0|TA-V37A|1980-01-01T00:00:00|
TA|V38A|35.8615|-94.408|372.0|TA-V38A|1980-01-01T00:00:00|
TA|V39A|35.8385|-93.645|744.0|TA-V39A|1980-01-01T00:00:00|
TA|V40A|35.8034|-92.823|570.0|TA-V40A|1980-01-01T00:00:00|
TA|V41A|35.7844|-92.155|413.0|TA-V41A|1980-01-01T00:00:00|
TA|V42A|35.8054|-91.39|134.0|TA-V42A|1980-01-01T00:00:00|
TA|V43A|35.7854|-90.544|74.0|TA-V43A|1980-01-01T00:00:00|
TA|V44A|35.8275|-89.895|78.0|TA-V44A|1980-01-01T00:00:00|
TA|V45A|35.7393|-88.959|126.0|TA-V45A|1980-01-01T00:00:00|
TA|V46A|35.8004|-88.118|162.0|TA-V46A|1980-01-01T00:00:00|
TA|V47A|35.8275|-87.521|240.0|TA-V47A|1980-01-01T00:00:00|
TA|V48A|35.7393|-86.822|278.0|TA-V48A|1980-01-01T00:00:00|
TA|V49A|35.7653|-85.903|329.0|TA-V49A|1980-01-01T00:00:00|
TA|V50A|35.6701|-85.1|287.0|TA-V50A|1980-01-01T00:00:00|
TA|V51A|35.8024|-84.351|243.0|TA-V51A|1980-01-01T00:00:00|
TA|V52A|35.8405|-83.596|328.0|TA-V52A|1980-01-01T00:00:00|
TA|V53A|35.6691|-82.812|681.0|TA-V53A|1980-01-01T00:00:00|
TA|V54A|35.7764|-81.948|448.0|TA-V54A|1980-01-01T00:00:00|
TA|V55A|35.8515|-81.215|306.0|TA-V55A|1980-01-01T00:00:00|
TA|V56A|35.8094|-80.496|237.0|TA-V56A|1980-01-01T00:00:00|
TA|V57A|35.8866|-79.776|223.0|TA-V57A|1980-01-01T00:00:00|
TA|V58A|35.7934|-79.115|127.0|TA-V58A|1980-01-01T00:00:00|
TA|V59A|35.7643|-78.239|58.0|TA-V59A|1980-01-01T00:00:00|
TA|V60A|35.7643|-77.263|8.0|TA-V60A|1980-01-01T00:00:00|
TA|V61A|35.7904|-76.578|4.0|TA-V61A|1980-01-01T00:00:00|
TA|V62A|35.5609|-75.957|0.0|TA-V62A|1980-01-01T00:00:00|
TA|W12A|35.3003|-114.87|775.0|TA-W12A|1980-01-01T00:00:00|
TA|W13A|35.0979|-113.885|1988.0|TA-W13A|1980-01-01T00:00:00|
TA|W14A|35.2121|-113.083|1756.0|TA-W14A|1980-01-01T00:00:00|
TA|W15A|35.178|-112.267|2034.0|TA-W15A|1980-01-01T00:00:00|
TA|W16A|35.0948|-111.532|2192.0|TA-W16A|1980-01-01T00:00:00|
TA|W17A|35.0778|-110.713|1461.0|TA-W17A|1980-01-01T00:00:00|
TA|W18A|35.1169|-109.736|1750.0|TA-W18A|1980-01-01T00:00:00|
TA|W19A|35.1109|-109.388|1785.0|TA-W19A|1980-01-01T00:00:00|
TA|W20A|35.1249|-108.5|2110.0|TA-W20A|1980-01-01T00:00:00|
TA|W21A|35.1159|-107.648|1966.0|TA-W21A|1980-01-01T00:00:00|
TA|W22A|35.0708|-106.867|1813.0|TA-W22A|1980-01-01T00:00:00|
TA|W23A|35.16|-106.15|2020.0|TA-W23A|1980-01-01T00:00:00|
TA|W24A|35.2101|-105.408|1902.0|TA-W24A|1980-01-01T00:00:00|
TA|W25A|35.2171|-104.461|1446.0|TA-W25A|1980-01-01T00:00:00|
TA|W26A|35.0888|-103.766|1314.0|TA-W26A|1980-01-01T00:00:00|
TA|W27A|35.0628|-103.063|1233.0|TA-W27A|1980-01-01T00:00:00|
TA|W28A|35.2562|-102.206|1156.0|TA-W28A|1980-01-01T00:00:00|
TA|W29A|35.1209|-101.648|1072.0|TA-W29A|1980-01-01T00:00:00|
TA|W30A|35.181|-100.577|870.0|TA-W30A|1980-01-01T00:00:00|
TA|W31A|35.1861|-99.943|644.0|TA-W31A|1980-01-01T00:00:00|
TA|W32A|35.1229|-99.246|494.0|TA-W32A|1980-01-01T00:00:00|
TA|W33A|35.151|-98.469|414.0|TA-W33A|1980-01-01T00:00:00|
TA|W34A|35.2342|-97.773|428.0|TA-W34A|1980-01-01T00:00:00|
TA|W35A|35.152|-96.875|322.0|TA-W35A|1980-01-01T00:00:00|
TA|W36A|35.1389|-96.226|251.0|TA-W36A|1980-01-01T00:00:00|
TA|W37A|35.1369|-95.427|281.0|TA-W37A|1980-01-01T00:00:00|
TA|W37B|35.1379|-95.432|279.0|TA-W37B|1980-01-01T00:00:00|
TA|W38A|35.0698|-94.518|169.0|TA-W38A|1980-01-01T00:00:00|
TA|W39A|35.1951|-93.784|162.0|TA-W39A|1980-01-01T00:00:00|
TA|W40A|35.1911|-93.069|108.0|TA-W40A|1980-01-01T00:00:00|
TA|W41A|35.173|-92.248|95.0|TA-W41A|1980-01-01T00:00:00|
TA|W41B|35.173|-92.248|95.0|TA-W41B|1980-01-01T00:00:00|
TA|W42A|35.2722|-91.522|71.0|TA-W42A|1980-01-01T00:00:00|
TA|W43A|35.0868|-90.706|70.0|TA-W43A|1980-01-01T00:00:00|
TA|W44A|35.1389|-89.816|101.0|TA-W44A|1980-01-01T00:00:00|
TA|W45A|35.156|-89.186|187.0|TA-W45A|1980-01-01T00:00:00|
TA|W46A|35.1329|-88.378|145.0|TA-W46A|1980-01-01T00:00:00|
TA|W47A|35.2502|-87.595|293.0|TA-W47A|1980-01-01T00:00:00|
TA|W48A|35.1379|-86.933|260.0|TA-W48A|1980-01-01T00:00:00|
TA|W49A|35.1189|-86.264|251.0|TA-W49A|1980-01-01T00:00:00|
TA|W50A|35.1991|-85.312|587.0|TA-W50A|1980-01-01T00:00:00|
TA|W51A|35.16|-84.76|260.0|TA-W51A|1980-01-01T00:00:00|
TA|W52A|35.0928|-83.928|519.0|TA-W52A|1980-01-01T00:00:00|
TA|W53A|35.169|-83.163|1180.0|TA-W53A|1980-01-01T00:00:00|
TA|W54A|35.0848|-82.186|272.0|TA-W54A|1980-01-01T00:00:00|
TA|W56A|35.1339|-80.583|177.0|TA-W56A|1980-01-01T00:00:00|
TA|W57A|35.152|-79.993|85.0|TA-W57A|1980-01-01T00:00:00|
TA|W58A|35.0197|-79.233|84.0|TA-W58A|1980-01-01T00:00:00|
TA|W59A|35.167|-78.443|60.0|TA-W59A|1980-01-01T00:00:00|
TA|W60A|35.0517|-77.713|30.0|TA-W60A|1980-01-01T00:00:00|
TA|W61A|35.177|-76.991|6.0|TA-W61A|1980-01-01T00:00:00|
TA|WHTX|31.9907|-97.456|190.0|TA-WHTX|1980-01-01T00:00:00|
TA|X13A|34.5927|-113.83|889.0|TA-X13A|1980-01-01T00:00:00|
TA|X14A|34.4684|-112.891|1078.0|TA-X14A|1980-01-01T00:00:00|
TA|X15A|34.4854|-112.237|1332.0|TA-X15A|1980-01-01T00:00:00|
TA|X16A|34.4172|-111.441|1759.0|TA-X16A|1980-01-01T00:00:00|
TA|X17A|34.336|-110.806|2280.0|TA-X17A|1980-01-01T00:00:00|
TA|X18A|34.5285|-109.95|1751.0|TA-X18A|1980-01-01T00:00:00|
TA|X19A|34.4263|-109.29|1861.0|TA-X19A|1980-01-01T00:00:00|
TA|X20A|34.5415|-108.498|2057.0|TA-X20A|1980-01-01T00:00:00|
TA|X21A|34.4453|-107.786|2141.0|TA-X21A|1980-01-01T00:00:00|
TA|X22A|34.5055|-107.01|1604.0|TA-X22A|1980-01-01T00:00:00|
TA|X23A|34.5806|-106.188|1948.0|TA-X23A|1980-01-01T00:00:00|
TA|X24A|34.5636|-105.435|1917.0|TA-X24A|1980-01-01T00:00:00|
TA|X25A|34.5265|-104.662|1494.0|TA-X25A|1980-01-01T00:00:00|
TA|X26A|34.5496|-103.81|1393.0|TA-X26A|1980-01-01T00:00:00|
TA|X27A|34.6458|-103.097|1304.0|TA-X27A|1980-01-01T00:00:00|
TA|X28A|34.5175|-102.197|1160.0|TA-X28A|1980-01-01T00:00:00|
TA|X29A|34.4443|-101.701|1039.0|TA-X29A|1980-01-01T00:00:00|
TA|X30A|34.4453|-100.874|698.0|TA-X30A|1980-01-01T00:00:00|
TA|X31A|34.6298|-99.979|514.0|TA-X31A|1980-01-01T00:00:00|
TA|X32A|34.4202|-99.285|401.0|TA-X32A|1980-01-01T00:00:00|
TA|X33A|34.5405|-98.501|346.0|TA-X33A|1980-01-01T00:00:00|
TA|X34A|34.6007|-97.833|364.0|TA-X34A|1980-01-01T00:00:00|
TA|X35A|34.3992|-96.973|300.0|TA-X35A|1980-01-01T00:00:00|
TA|X36A|34.5696|-96.352|211.0|TA-X36A|1980-01-01T00:00:00|
TA|X37A|34.5887|-95.371|207.0|TA-X37A|1980-01-01T00:00:00|
TA|X38A|34.6688|-94.829|234.0|TA-X38A|1980-01-01T00:00:00|
TA|X39A|34.5095|-94.114|326.0|TA-X39A|1980-01-01T00:00:00|
TA|X40A|34.4864|-92.834|158.0|TA-X40A|1980-01-01T00:00:00|
TA|X41A|34.4944|-92.514|102.0|TA-X41A|1980-01-01T00:00:00|
TA|X42A|34.5526|-91.626|62.0|TA-X42A|1980-01-01T00:00:00|
TA|X43A|34.5175|-90.881|53.0|TA-X43A|1980-01-01T00:00:00|
TA|X44A|34.4994|-90.146|109.0|TA-X44A|1980-01-01T00:00:00|
TA|X45A|34.4233|-89.393|142.0|TA-X45A|1980-01-01T00:00:00|
TA|X46A|34.5556|-88.584|150.0|TA-X46A|1980-01-01T00:00:00|
TA|X47A|34.5175|-87.857|212.0|TA-X47A|1980-01-01T00:00:00|
TA|X48A|34.4513|-87.045|180.0|TA-X48A|1980-01-01T00:00:00|
TA|X49A|34.5115|-86.326|182.0|TA-X49A|1980-01-01T00:00:00|
TA|X50A|34.4593|-85.649|489.0|TA-X50A|1980-01-01T00:00:00|
TA|X50B|34.4603|-85.65|494.0|TA-X50B|1980-01-01T00:00:00|
TA|X51A|34.5646|-84.857|214.0|TA-X51A|1980-01-01T00:00:00|
TA|X52A|34.6027|-83.894|481.0|TA-X52A|1980-01-01T00:00:00|
TA|X53A|34.5024|-83.301|240.0|TA-X53A|1980-01-01T00:00:00|
TA|X54A|34.5466|-82.374|213.0|TA-X54A|1980-01-01T00:00:00|
TA|X55A|34.4694|-81.634|153.0|TA-X55A|1980-01-01T00:00:00|
TA|X56A|34.4914|-81.032|112.0|TA-X56A|1980-01-01T00:00:00|
TA|X57A|34.4633|-80.094|133.0|TA-X57A|1980-01-01T00:00:00|
TA|X58A|34.5536|-79.339|45.0|TA-X58A|1980-01-01T00:00:00|
TA|X59A|34.5716|-78.602|29.0|TA-X59A|1980-01-01T00:00:00|
TA|X60A|34.5766|-77.977|12.0|TA-X60A|1980-01-01T00:00:00|
TA|Y12C|33.7496|-114.524|196.0|TA-Y12C|1980-01-01T00:00:00|
TA|Y13A|33.8137|-113.829|357.0|TA-Y13A|1980-01-01T00:00:00|
TA|Y14A|33.938|-113.005|731.0|TA-Y14A|1980-01-01T00:00:00|
TA|Y15A|33.9531|-112.333|572.0|TA-Y15A|1980-01-01T00:00:00|
TA|Y16A|33.8789|-111.478|1068.0|TA-Y16A|1980-01-01T00:00:00|
TA|Y17A|33.6944|-110.844|866.0|TA-Y17A|1980-01-01T00:00:00|
TA|Y18A|33.7766|-110.034|1512.0|TA-Y18A|1980-01-01T00:00:00|
TA|Y19A|33.9561|-109.254|2448.0|TA-Y19A|1980-01-01T00:00:00|
TA|Y20A|33.908|-108.377|2177.0|TA-Y20A|1980-01-01T00:00:00|
TA|Y21A|34.0082|-107.674|2168.0|TA-Y21A|1980-01-01T00:00:00|
TA|Y22A|33.936|-106.965|1674.0|TA-Y22A|1980-01-01T00:00:00|
TA|Y22C|34.0734|-106.921|1436.0|TA-Y22C|1980-01-01T00:00:00|
TA|Y22D|34.0734|-106.921|1436.0|TA-Y22D|1980-01-01T00:00:00|
TA|Y22E|34.0734|-106.921|1444.0|TA-Y22E|1980-01-01T00:00:00|
TA|Y23A|33.931|-106.055|1789.0|TA-Y23A|1980-01-01T00:00:00|
TA|Y24A|33.925|-105.436|1827.0|TA-Y24A|1980-01-01T00:00:00|
TA|Y25A|33.922|-104.693|1364.0|TA-Y25A|1980-01-01T00:00:00|
TA|Y26A|33.922|-103.825|1371.0|TA-Y26A|1980-01-01T00:00:00|
TA|Y27A|33.8829|-103.163|1253.0|TA-Y27A|1980-01-01T00:00:00|
TA|Y28A|33.908|-102.248|1068.0|TA-Y28A|1980-01-01T00:00:00|
TA|Y29A|33.8598|-101.671|991.0|TA-Y29A|1980-01-01T00:00:00|
TA|Y30A|33.8759|-100.898|812.0|TA-Y30A|1980-01-01T00:00:00|
TA|Y31A|33.9611|-100.262|530.0|TA-Y31A|1980-01-01T00:00:00|
TA|Y32A|34.0032|-99.442|412.0|TA-Y32A|1980-01-01T00:00:00|
TA|Y33A|34.0072|-98.626|321.0|TA-Y33A|1980-01-01T00:00:00|
TA|Y34A|33.9571|-97.757|262.0|TA-Y34A|1980-01-01T00:00:00|
TA|Y35A|33.905|-97.037|214.0|TA-Y35A|1980-01-01T00:00:00|
TA|Y36A|33.8989|-96.285|186.0|TA-Y36A|1980-01-01T00:00:00|
TA|Y37A|33.9781|-95.621|165.0|TA-Y37A|1980-01-01T00:00:00|
TA|Y38A|33.927|-94.731|118.0|TA-Y38A|1980-01-01T00:00:00|
TA|Y39A|33.937|-94.094|108.0|TA-Y39A|1980-01-01T00:00:00|
TA|Y40A|34.0112|-93.28|117.0|TA-Y40A|1980-01-01T00:00:00|
TA|Y41A|33.8799|-92.611|99.0|TA-Y41A|1980-01-01T00:00:00|
TA|Y42A|33.8358|-91.787|77.0|TA-Y42A|1980-01-01T00:00:00|
TA|Y43A|33.911|-90.928|46.0|TA-Y43A|1980-01-01T00:00:00|
TA|Y44A|33.9611|-90.211|46.0|TA-Y44A|1980-01-01T00:00:00|
TA|Y45A|33.8648|-89.543|106.0|TA-Y45A|1980-01-01T00:00:00|
TA|Y46A|33.8819|-88.858|109.0|TA-Y46A|1980-01-01T00:00:00|
TA|Y47A|33.9019|-87.849|160.0|TA-Y47A|1980-01-01T00:00:00|
TA|Y48A|33.912|-87.17|170.0|TA-Y48A|1980-01-01T00:00:00|
TA|Y49A|33.8568|-86.412|362.0|TA-Y49A|1980-01-01T00:00:00|
TA|Y50A|33.8899|-85.735|248.0|TA-Y50A|1980-01-01T00:00:00|
TA|Y51A|33.8989|-85.064|380.0|TA-Y51A|1980-01-01T00:00:00|
TA|Y52A|33.8629|-84.063|286.0|TA-Y52A|1980-01-01T00:00:00|
TA|Y53A|33.8548|-83.584|234.0|TA-Y53A|1980-01-01T00:00:00|
TA|Y54A|33.8618|-82.688|176.0|TA-Y54A|1980-01-01T00:00:00|
TA|Y55A|33.937|-81.858|164.0|TA-Y55A|1980-01-01T00:00:00|
TA|Y56A|33.7917|-81.305|154.0|TA-Y56A|1980-01-01T00:00:00|
TA|Y57A|34.0162|-80.392|56.0|TA-Y57A|1980-01-01T00:00:00|
TA|Y58A|33.905|-79.667|19.0|TA-Y58A|1980-01-01T00:00:00|
TA|Y59A|33.9892|-78.874|2.0|TA-Y59A|1980-01-01T00:00:00|
TA|Y60A|34.0042|-78.216|7.0|TA-Y60A|1980-01-01T00:00:00|
TA|Z13A|33.1991|-113.657|375.0|TA-Z13A|1980-01-01T00:00:00|
TA|Z14A|33.3615|-112.946|298.0|TA-Z14A|1980-01-01T00:00:00|
TA|Z15A|33.2883|-112.158|318.0|TA-Z15A|1980-01-01T00:00:00|
TA|Z16A|33.3405|-111.427|537.0|TA-Z16A|1980-01-01T00:00:00|
TA|Z17A|33.2964|-110.472|846.0|TA-Z17A|1980-01-01T00:00:00|
TA|Z18A|33.0848|-110.036|812.0|TA-Z18A|1980-01-01T00:00:00|
TA|Z19A|33.2914|-109.266|1397.0|TA-Z19A|1980-01-01T00:00:00|
TA|Z20A|33.1129|-108.592|1547.0|TA-Z20A|1980-01-01T00:00:00|
TA|Z21A|33.3074|-107.671|1964.0|TA-Z21A|1980-01-01T00:00:00|
TA|Z22A|33.2552|-106.964|1497.0|TA-Z22A|1980-01-01T00:00:00|
TA|Z23A|33.2613|-106.232|1278.0|TA-Z23A|1980-01-01T00:00:00|
TA|Z24A|33.3295|-105.365|1863.0|TA-Z24A|1980-01-01T00:00:00|
TA|Z25A|33.2793|-104.717|1233.0|TA-Z25A|1980-01-01T00:00:00|
TA|Z26A|33.2713|-103.98|1163.0|TA-Z26A|1980-01-01T00:00:00|
TA|Z27A|33.3144|-103.215|1197.0|TA-Z27A|1980-01-01T00:00:00|
TA|Z28A|33.2873|-102.387|1045.0|TA-Z28A|1980-01-01T00:00:00|
TA|Z29A|33.2583|-101.706|938.0|TA-Z29A|1980-01-01T00:00:00|
TA|Z30A|33.2853|-101.128|729.0|TA-Z30A|1980-01-01T00:00:00|
TA|Z31A|33.3174|-100.143|547.0|TA-Z31A|1980-01-01T00:00:00|
TA|Z32A|33.3054|-99.478|427.0|TA-Z32A|1980-01-01T00:00:00|
TA|Z33A|33.2853|-98.765|362.0|TA-Z33A|1980-01-01T00:00:00|
TA|Z34A|33.3706|-97.916|341.0|TA-Z34A|1980-01-01T00:00:00|
TA|Z35A|33.3304|-97.253|235.0|TA-Z35A|1980-01-01T00:00:00|
TA|Z36A|33.2693|-96.434|187.0|TA-Z36A|1980-01-01T00:00:00|
TA|Z37A|33.1971|-95.623|146.0|TA-Z37A|1980-01-01T00:00:00|
TA|Z38A|33.2593|-94.985|116.0|TA-Z38A|1980-01-01T00:00:00|
TA|Z39A|33.2412|-94.182|112.0|TA-Z39A|1980-01-01T00:00:00|
TA|Z40A|33.2573|-93.4|78.0|TA-Z40A|1980-01-01T00:00:00|
TA|Z41A|33.2573|-92.803|62.0|TA-Z41A|1980-01-01T00:00:00|
TA|Z42A|33.2733|-91.947|39.0|TA-Z42A|1980-01-01T00:00:00|
TA|Z43A|33.2091|-91.244|39.0|TA-Z43A|1980-01-01T00:00:00|
TA|Z44A|33.2763|-90.432|39.0|TA-Z44A|1980-01-01T00:00:00|
TA|Z45A|33.3696|-89.691|113.0|TA-Z45A|1980-01-01T00:00:00|
TA|Z46A|33.1921|-88.941|125.0|TA-Z46A|1980-01-01T00:00:00|
TA|Z47A|33.1981|-88.07|65.0|TA-Z47A|1980-01-01T00:00:00|
TA|Z48A|33.3756|-87.556|101.0|TA-Z48A|1980-01-01T00:00:00|
TA|Z49A|33.1931|-86.531|134.0|TA-Z49A|1980-01-01T00:00:00|
TA|Z50A|33.2533|-85.923|370.0|TA-Z50A|1980-01-01T00:00:00|
TA|Z51A|33.3164|-85.175|249.0|TA-Z51A|1980-01-01T00:00:00|
TA|Z52A|33.1881|-84.418|252.0|TA-Z52A|1980-01-01T00:00:00|
TA|Z53A|33.2793|-83.571|144.0|TA-Z53A|1980-01-01T00:00:00|
TA|Z54A|33.2352|-82.842|134.0|TA-Z54A|1980-01-01T00:00:00|
TA|Z55A|33.2202|-82.136|100.0|TA-Z55A|1980-01-01T00:00:00|
TA|Z56A|33.3244|-81.369|81.0|TA-Z56A|1980-01-01T00:00:00|
TA|Z57A|33.2964|-80.704|81.0|TA-Z57A|1980-01-01T00:00:00|
TA|Z58A|33.3345|-79.813|18.0|TA-Z58A|1980-01-01T00:00:00|
TA|Z59A|33.2402|-79.278|8.0|TA-Z59A|1980-01-01T00:00:00|
TC|ACLS|11.0311|-84.718|41.0|TC-ACLS|1980-01-01T00:00:00|
TC|ARE1|10.4605|-84.719|359.0|TC-ARE1|1980-01-01T00:00:00|
TC|CHIL|11.0311|-84.718|41.0|TC-CHIL|1980-01-01T00:00:00|
TC|CRUZ|11.0723|-85.635|270.0|TC-CRUZ|1980-01-01T00:00:00|
TC|CRZ1|11.0723|-85.635|270.0|TC-CRZ1|1980-01-01T00:00:00|
TC|CVT1|10.0167|-83.76|3300.0|TC-CVT1|1980-01-01T00:00:00|
TC|CVTQ|10.0046|-83.774|2677.0|TC-CVTQ|1980-01-01T00:00:00|
